zam_prod_id;zamow_id;produkt_id;produkt_kod;kolor;product_rozmiar;cena;ilosc;nastanie;status_odbioru
535;435;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;2;0;0
539;438;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
543;442;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
559;453;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
561;454;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
562;455;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
577;466;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
578;467;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
581;468;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
586;471;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
593;478;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
595;480;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
598;483;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;1;0;0
602;485;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;1;0;0
606;488;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;1;0;0
611;492;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;2;0;0
612;493;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;1;0;0
617;497;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;2;0;0
650;525;1;Czapka KioWi z osłoną ochronną;Szary;;74.90;1;0;0
658;533;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
660;534;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
666;539;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;2;0;0
667;540;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
673;545;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
677;549;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
682;552;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
686;556;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
33;28;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
37;32;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
41;36;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
44;38;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
45;39;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
48;40;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
49;41;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
